order,author,Book_name,recommend,Reading_people,info,cover
181,肖星,一本书读懂财报（全新修订版）,87.5%,740,本书是一部进行财报解读、财务分析的经典著作，被读者们誉为“读过的财务入门书里最好的一部”，同时也是中国大学MOOC平台最精品课“财务分析与决策”的配套参考书、喜马拉雅FM收听超500万次音频课的进阶版图书。自2014年首次出版以来，本书长年占据当当、京东经管类畅销书榜单，影响了无数财务行业初学者、投资人和企业管理层，被众多企业指定为中层及以上管理者必读图书。此次，清华大学经济管理学院教授、会计系系主任肖星老师对原版书做了全面修订，一方面使本书内容符合新会计准则要求，另一方面还补充了全新的案例，新内容占总篇幅的五分之一。全书从解读资产负债表、利润表、现金流量表三大财务报表和它们之间的关系出发，为你搭建财务报表骨架，剖析财务数据背后的秘密。读完本书，财务行业初学者将轻松掌握财务分析的方法与技巧，投资人能轻松判断企业的价值，企业管理者能轻松看穿企业的管理效率、盈利能力、抗风险能力和未来发展前景。秒通财报，就从本书开始。清华大学会计系系主任、喜马拉雅FM头部KOL肖星倾囊相授，专门为财务零基础的初学者和非财务专业人士编写，曾被读者誉为“读过的财务入门书里最好的一部”。中国大学MOOC平台精品课“财务分析与决策”的配套参考书、喜马拉雅平台收听超500万次音频课的进阶版图书。豆瓣评分8.9分，长年占据dangdang、jingdong经管类畅销书榜单，电子书销量位列kindle会计类图书首位。经久不衰的经典之作，按新会计准则全面修订，补充加入全新案例，新内容占全书总篇幅的五分之一。接地气、易上手的财报分析技巧，秒通财报就从本书开始。一本书让你吃透财务报表，看穿隐藏在数据背后的秘密；一本书让管理者管好企业，让投资人投对标的，让股东掌握企业的真相。肖星清华大学经济管理学院教授、会计系系主任，清华大学全球私募股权研究院执行院长，曾获得北京市师德先锋称号、清华大学“良师益友”奖、清华大学年度教学优秀奖。同时在MOOC平台讲授“财务分析与决策”课程，在喜马拉雅FM讲授“肖星的财务课：人人都需要财务思维”课程。兼任全国会计专业硕士学位教育指导委员会委员、教育部会计专业教学指导委员会委员。其主要研究领域为财务分析、财务管理、公司治理和资本市场会计问题，文章发表于一系列国内和国际顶尖学术期刊，有著作《上市公司财务问题及分析》和译著《财务报表分析——估值方法》。,https://wfqqreader-1252317822.image.myqcloud.com/cover/996/32440996/t6_32440996.jpg
182,维吉尼亚·伍尔夫,一间自己的房间,86.1%,1775,文艺女神伍尔芙的魅力哲学是：聪明女性的独立方式，从拥有一间自己的房间开始——独立而自由的灵魂，才是幸福之源。做自己，比任何事都更重要。本书源自伍尔夫在剑桥大学的演讲，一经出版，风靡全球，感动千万读者，被誉为“激发女性精神觉醒的心灵之书”。“它刺痛我，使我流泪，不停颤抖。我被深深地打动了，以至于我想要尽可能地读得慢些，再慢些。一个段落里我会来回读个三四遍，才会推进到下一个段落。”——美国作家保罗·奥斯特,https://wfqqreader-1252317822.image.myqcloud.com/cover/213/31266213/t6_31266213.jpg
183,法齐娅·库菲,我不要你死于一事无成：给女儿的17封告别信,83.5%,525,尽管生命充满苦痛与辛酸，但《我不要你死于一事无成：给女儿的17封告别信》这本书里的每一段悲痛的情节都能让人见到希望的阳光。信仰超越了死亡，岁月沉淀了从容，人生绽放出最夺目的光彩。《我不要你死于一事无成：给女儿的17封告别信》向读者展现了一个不该被我们忘记和忽视的国家。,https://wfqqreader-1252317822.image.myqcloud.com/cover/598/914598/t6_914598.jpg
184,王悦微,一个很好很好的小孩,92.3%,453,这本书为我们呈现了一个天真赤诚的小孩子世界，以及一个用爱、善良和真诚守护他们成长的大人。王悦微分别从老师和母亲的视角，将学习、人际相处、情感启蒙、原生家庭等教育和成长问题，用48个真实而温暖的故事娓娓道来，给我们带来无限感动与反思。 为师17年，春风化雨看到每一个孩子的蜕变 从胆小自卑到开朗自信 女孩为了讨好同学，居然替别人做坏事，如何帮助她强大内心、获得自信？ 因为身体缺陷，总是安安静静、心事重重，怎样让她知道自己也可以拥有幸福？ 什么都做不好，考试连题目都看不懂，自己都说自己是笨小孩，最后怎么考到100分？ ...... 从自暴自弃到找到人生目标 考试28分、扰乱课堂、不交作业、顶撞老师，连家长都放弃了，最后这个孩子怎么改变了？ 转校过来的孩子，受排挤和同学打架，觉得学校不是人待的地方，如何交到新朋友并且爱上学习？ 和爸爸大打出手，不好好上课、不写作业的男孩，怎样找到自己努力的方向？ ...... 为母11年，陪伴两个孩子长大，独到的教育方法分享 大发脾气、情绪低落，家长是否真的理解孩子负面情绪背后的原因…… 上一年级了，孩子学习一团糟，首先要改变的是父母的心态…… 小孩子十有八九是粗心鬼，考试、写作业马虎大意，丢三落四，专注力培养需要家长在日常生活中逐步引导……,https://wfqqreader-1252317822.image.myqcloud.com/cover/232/33890232/t6_33890232.jpg
185,尼格买提·热合曼,一夜长大【主持人尼格买提个人随笔集】,90.6%,951,《一夜长大【主持人尼格买提个人随笔集】》是著名央视主持人尼格买提?热合曼个人随笔集。全书20余万字，筹备3年，重磅推出。 父亲是新疆人民出版社主编、著名翻译，母亲是新疆电视台配音演员，他们的小儿子尼格买提在他们全力栽培下，从小在新疆被誉为神童。在全国青少年主持人大赛中屡获佳绩，免艺考进入中国传媒大学。毕业后参加《魅力新搭档》选拔赛成为《开心辞典》主持人王小丫搭档，后独立主持《开门大吉》，和朱迅一起主持《星光大道》，还连续6次成为《春节联欢晚会》主持人，成为央视*炙手可热的男主持人之一。 尼格买提的人生之路看似平步青云，其实在他每一次“跃迁”的前后，都聚合了外在机遇、个人努力和贵人助力三重力量。真实的他，从小内向羞涩，从不毛遂自荐，至今从未在公开场合主动发言。每每取得成绩，他就做好*坏准备，想象失去一切时情景。他认为自己行至今日依靠了许多“幸运”，而“幸运”并非全然不可控，这二字背后隐藏着不为人知的规律。 尼格买提用极为细腻的笔触描绘了自己的成长，其文采斐然，令人意外惊叹。他借自己的人生经历，与读者分享一个内向性格的人的成功之道。他的分享实在诚恳，于正在寻找自己在世界上位置的当代青年很有借鉴意义。,https://rescdn.qqmail.com/weread/cover/579/3300007579/t6_3300007579.jpg
186,江逐浪,众神的样子：希腊神话与西方艺术,93.2%,583,古希腊人崇拜神，但并不赋予神明过分的崇高性，也不把神明作为道德衡量的标准，而是将其作为人生的折射。希腊神话正是以这种人本精神，以动人的故事和深邃的思想内涵，长久以来令人百读不厌，成为后代文学艺术创作丰富的源泉。本书以希腊神话中的奥林匹斯主神为线索，介绍经典希腊神话故事的主要情节，多角度生层次解读以希腊神话为主题的经典西方美术杰作，伸展展现有关主题在美术领域的发展与演变，以及探寻希腊文化的起源和影响。,https://wfqqreader-1252317822.image.myqcloud.com/cover/648/34354648/t6_34354648.jpg
187,B.J.福格,福格行为模型,90.4%,1009,在这本书中，福格博士亲自拆解了他提出的福格行为模型，揭示了驱动人类所有行为的3个关键要素，解析了每一个要素在驱动人类行为中的重要作用，提供了激发每一个要素以更好地推动行为改变的有效方法。此外，福格博士还给出了让福格行为模型更好地发挥作用的两个方法，通过设计情绪来设计行为，通过打造高频率小成功让小改变自然生长。本书不仅能够帮助人们毫不费力地养成好习惯，也能够指导人们成功对抗坏习惯；不仅能够帮助个人实现改变，也能够帮助群体直面挑战。只要掌握福格行为模型的精髓并加以灵活运用，每个人都能够轻松改变自己的工作与生活，成为自己想要成为的那个人。本书给出了福格行为设计工具箱，包含15种人生情景与挑战、300个微习惯配方、100种庆祝方式，手把手地教你减重、减压、改善睡眠质量、摆脱坏习惯、提升效率……,https://wfqqreader-1252317822.image.myqcloud.com/cover/996/41147996/t6_41147996.jpg
188,清水洁,桶川跟踪狂杀人事件,90.9%,955,一九九九年十月二十六日，年轻女子猪野诗织在日本埼玉县JR桶川站前遭人持刀刺死。受害者生前因长期受到跟踪骚扰而多次向警方报案，警方却未予重视，最终没能阻止悲剧的发生。记者清水洁在调查这一事件的过程中，依从受害者生前留下的“遗言”的引导，多方走访查证，在警方轻视线索、调查不力的情况下，以记者的身份找到了实行犯，进而揭露了警方对受害者生前报案的漠视、敷衍，以及案发后试图抹黑受害者、掩盖渎职事实的行为。此案引发强烈的社会反响，推动了日本《跟踪骚扰行为规范法》的出台。本书是该事件的全记录。,https://wfqqreader-1252317822.image.myqcloud.com/cover/704/38585704/t6_38585704.jpg
189,金鱼酱,星空邮局,92.9%,954,丈夫小忽患癌去世，三口之家变成两个人，在陪伴儿子成长的过程中，金鱼酱用文字和绘画记录下，他们如何一步步走出失去挚爱的阴霾，重获新生……“妈妈，为什么爸爸必须去忽忽星球？”“因为爸爸肚子里的小怪兽们太坏了，它们把爸爸的能量球全部吸走了，所以爸爸就飞回忽忽星球去补充能量了。”“那他什么时候才能回来呢？”我停顿了几秒钟，因为花生第一次这样反问我。“花生啊，妈妈告诉你，爸爸没办法回来了，但是花生长大以后，可以去看望爸爸。花生也可以像妈妈一样给爸爸写信。你知道吗？爸爸时常会去忽忽星球的星空邮局，去看看有没有人给他寄信。”送给每个爱过、哭过、失去过的人，愿这本书能照亮你生命旅程中前行的路。,https://wfqqreader-1252317822.image.myqcloud.com/cover/887/43422887/t6_43422887.jpg
190,娜塔莎·沃丁,她来自马里乌波尔,91.1%,631,“亲爱的上帝，请让我感觉她感觉到的，只要一瞬间就好。”多年之后，女儿这么说道。娜塔莎·沃丁十岁的某天，母亲出门，再也没有回来，后来才得知母亲自沉雷格尼茨河，没能留下只言片语；父亲则酗酒，终日埋首俄语书籍。——在那之后，作者才意识到自己对她一无所知，唯一知道的是她来自马里乌波尔，1943年作为强制劳工被驱离乌克兰，前往德国。凭借少得可怜的线索，娜塔莎·沃丁一点一点地把碎裂的瓷片拼接在一起，她发现，这个家族的过往是一个巨大的谜，是一则关于东欧苦难的历史寓言……作者用迷人的方式完整还原了一部母亲的个人史、家族史、二十世纪动荡史。虽然这是一部非虚构作品，却比虚构作品更魔幻，更戏剧化，也更惊心动魄。,https://wfqqreader-1252317822.image.myqcloud.com/cover/156/37726156/t6_37726156.jpg
